year,title,category,won,id
2010,Best Motion Picture - Drama,Avatar,yes,19995
2010,Best Motion Picture - Drama,"Hurt Locker, The",no,12162
2010,Best Motion Picture - Drama,Inglourious Basterds,no,16869
2010,Best Motion Picture - Drama,Precious: Based On The Novel Push By Sapphire,no,25793
2010,Best Motion Picture - Drama,Up In The Air,no,22947
