year,title,category,won,id
2008,Best Motion Picture - Comedy Or Musical,Sweeney Todd: The Demon Barber Of Fleet Street,yes,13885
2008,Best Motion Picture - Comedy Or Musical,Across The Universe,no,4688
2008,Best Motion Picture - Comedy Or Musical,Charlie Wilson's War,no,6538
2008,Best Motion Picture - Comedy Or Musical,Hairspray,no,2976
2008,Best Motion Picture - Comedy Or Musical,Juno,no,7326
