year,title,category,won,id
2002,Best Motion Picture - Comedy Or Musical,Moulin Rouge!,yes,824
2002,Best Motion Picture - Comedy Or Musical,Gosford Park,no,5279
2002,Best Motion Picture - Comedy Or Musical,Bridget Jones''s Diary,no,634
2002,Best Motion Picture - Comedy Or Musical,Shrek,no,808
2002,Best Motion Picture - Comedy Or Musical,Legally Blonde,no,8835
