year,title,category,won,id
2006,Best Motion Picture - Comedy Or Musical,Walk The Line,yes,69
2006,Best Motion Picture - Comedy Or Musical,Mrs. Henderson Presents,no,10773
2006,Best Motion Picture - Comedy Or Musical,Pride & Prejudice,no,4348
2006,Best Motion Picture - Comedy Or Musical,"Producers, The",no,9899
2006,Best Motion Picture - Comedy Or Musical,"Squid And The Whale, The",no,10707
