"year","title","category","won","id"
"2005 (78th)","Best Picture","Crash","yes",1640
"2005 (78th)","Best Picture","Brokeback Mountain","no",142
"2005 (78th)","Best Picture","Capote","no",398
"2005 (78th)","Best Picture","Good Night, and Good Luck.","no",3291
"2005 (78th)","Best Picture","Munich","no",612
