"year","title","category","won","id"
"2000 (73rd)","Best Picture","Gladiator","yes",98
"2000 (73rd)","Best Picture","Chocolat","no",392
"2000 (73rd)","Best Picture","Crouching Tiger, Hidden Dragon","no",146
"2000 (73rd)","Best Picture","Erin Brockovich","no",462
"2000 (73rd)","Best Picture","Traffic","no",1900
