year,title,category,won,id
2007,Best Motion Picture - Comedy Or Musical,Dreamgirls,yes,1125
2007,Best Motion Picture - Comedy Or Musical,Borat: Cultural Learnings Of America For Make Benefit Glorious Nation Of Kazakhstan,no,496
2007,Best Motion Picture - Comedy Or Musical,"Devil Wears Prada, The",no,350
2007,Best Motion Picture - Comedy Or Musical,Little Miss Sunshine,no,773
2007,Best Motion Picture - Comedy Or Musical,Thank You For Smoking,no,9388
