"year","title","category","won","id"
"2007 (80th)","Best Picture","No Country for Old Men","yes",6977
"2007 (80th)","Best Picture","Atonement","no",4347
"2007 (80th)","Best Picture","Juno","no",7326
"2007 (80th)","Best Picture","Michael Clayton","no",4566
"2007 (80th)","Best Picture","There Will Be Blood","no",7345
