year,title,category,won,id
2005,Best Motion Picture - Comedy Or Musical,Sideways,yes,9675
2005,Best Motion Picture - Comedy Or Musical,Eternal Sunshine Of The Spotless Mind,no,38
2005,Best Motion Picture - Comedy Or Musical,"Incredibles, The",no,9806
2005,Best Motion Picture - Comedy Or Musical,"Phantom Of The Opera, The",no,9833
2005,Best Motion Picture - Comedy Or Musical,Ray,no,1677
