year,title,category,won,id
2008,Best Motion Picture - Drama,Atonement,yes,4347
2008,Best Motion Picture - Drama,American Gangster,no,4982
2008,Best Motion Picture - Drama,Eastern Promises,no,2252
2008,Best Motion Picture - Drama,"Great Debaters, The",no,14047
2008,Best Motion Picture - Drama,Michael Clayton,no,4566
2008,Best Motion Picture - Drama,No Country For Old Men,no,6977
2008,Best Motion Picture - Drama,There Will Be Blood,no,7345
