year,title,category,won,id
2004,Best Motion Picture - Drama,"Lord Of The Rings: The Return Of The King, The",yes,122
2004,Best Motion Picture - Drama,Cold Mountain,no,2289
2004,Best Motion Picture - Drama,Master and Commander: The Far Side Of The World,no,8619
2004,Best Motion Picture - Drama,Mystic River,no,322
2004,Best Motion Picture - Drama,Seabiscuit,no,4464
