year,title,category,won,id
2009,Best Motion Picture - Drama,Slumdog Millionaire,yes,12405
2009,Best Motion Picture - Drama,"Curious Case Of Benjamin Button, The",no,4922
2009,Best Motion Picture - Drama,Frost/Nixon,no,11499
2009,Best Motion Picture - Drama,"Reader, The",no,8055
2009,Best Motion Picture - Drama,Revolutionary Road,no,4148
