year,title,category,won,id
2009,Best Motion Picture - Comedy Or Musical,Vicky Cristina Barcelona,yes,5038
2009,Best Motion Picture - Comedy Or Musical,Burn After Reading,no,4944
2009,Best Motion Picture - Comedy Or Musical,Happy-Go-Lucky,no,74229
2009,Best Motion Picture - Comedy Or Musical,In Bruges,no,8321
2009,Best Motion Picture - Comedy Or Musical,Mamma Mia!,no,11631
