year,title,category,won,id
2004,Best Motion Picture - Comedy Or Musical,Lost In Translation,yes,153
2004,Best Motion Picture - Comedy Or Musical,Love Actually,no,508
2004,Best Motion Picture - Comedy Or Musical,Bend It Like Beckham,no,455
2004,Best Motion Picture - Comedy Or Musical,Big Fish,no,587
2004,Best Motion Picture - Comedy Or Musical,Finding Nemo,no,12
