year,title,category,won,id
2003,Best Motion Picture - Comedy Or Musical,Chicago,yes,1574
2003,Best Motion Picture - Comedy Or Musical,About a Boy,no,245
2003,Best Motion Picture - Comedy Or Musical,Nicholas Nickleby,no,29339
2003,Best Motion Picture - Comedy Or Musical,Adaptation,no,2757
2003,Best Motion Picture - Comedy Or Musical,My Big Fat Greek Wedding,no,8346
